pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,year
SI,2025-05-21,96.3,-2.85,5.63,"UreÃ±a, JosÃ©",592518,570632,single,hit_into_play,,,,,11.0,R,R,R,TOR,SD,X,7.0,ground_ball,3,2,2025,-1.23,0.46,-0.93,3.01,,,,0,9,Top,95.2,92.17,,,,,7.84881606417695,-140.00066231482117,-2.387011630546551,-18.03539917124696,33.8865262431619,-25.789369665134583,3.65,1.66,83.0,96.8,4.0,95.6,1912.0,6.1,777837,54.41,0.489,0.445,0.9,1.0,1.0,0.0,4.0,76,7,Sinker,14,0,0,14,0,14,0,14,Standard,Standard,237.0,0.0,0.369,75.6,7.0,0.547,-0.369,96.8,14,-14,1.0,0.0,33,32,34,33,1,3,6.0,1.0,2.0,1.0,2.02,1.23,1.23,28.9,4.010800075356882,4.848539254283678,24.5558436510759,29.43169903736212,30.40522254891356,2025
EP,2025-05-21,42.7,-0.47,7.15,"Wade, Tyler",676391,642180,single,hit_into_play,,,,,3.0,R,R,R,TOR,SD,X,7.0,line_drive,1,0,2025,0.15,1.48,0.56,3.16,682729.0,680718.0,,1,8,Bot,58.39,104.55,,,,,1.011143810927887,-61.57468447633578,6.377764088063664,0.2495826228063999,7.112028929581118,-29.438766672070265,3.39,1.55,169.0,96.9,13.0,40.4,1083.0,4.0,777837,56.48,0.969,0.922,0.9,1.0,1.0,0.0,4.0,73,2,Eephus,13,0,13,0,0,14,14,0,Strategic,Standard,189.0,0.0,0.497,72.1,7.6,1.148,-0.497,96.9,13,13,1.0,1.0,30,29,31,29,1,4,,1.0,,1.0,11.42,-0.15,-0.15,60.0,22.98157221561398,-19.80501666362485,28.363802567932414,40.30848318579405,38.6050355454718,2025
EP,2025-05-21,56.2,-1.21,6.68,"Wade, Tyler",680718,642180,double,hit_into_play,,,,,6.0,R,L,R,TOR,SD,X,9.0,ground_ball,0,0,2025,0.03,1.13,0.78,2.74,,543807.0,682729.0,1,8,Bot,209.37,111.71,,,,,2.9384320866490574,-81.6821693011571,1.945106694717183,-0.2882075597157177,11.779896374862968,-27.67767606760164,3.7,1.67,88.0,101.1,4.0,54.1,1473.0,4.4,777837,56.05,0.543,0.502,1.25,1.0,1.0,1.0,4.0,72,1,Eephus,12,0,12,0,0,13,13,0,Standard,Standard,208.0,0.0,0.809,76.2,7.3,0.599,-0.809,101.1,12,12,1.0,1.0,30,25,31,26,1,4,,1.0,,1.0,6.16,-0.03,0.03,47.5,14.867196167408654,-11.221368317526649,27.001575107623115,25.77382249436825,38.39638820931049,2025
ST,2025-05-21,71.7,-2.42,3.79,"Jacob, Alek",543807,689690,double,hit_into_play,,,,,3.0,R,R,R,TOR,SD,X,7.0,line_drive,1,1,2025,1.41,0.8,0.39,3.37,,,,0,8,Bot,36.02,109.65,,,,,3.234240528758347,-104.12246199849456,5.560168678595844,9.573244179869558,19.24147970307236,-27.639654522764378,3.65,1.65,312.0,104.6,22.0,72.9,2170.0,7.5,777837,52.99,0.803,1.325,1.25,1.0,1.0,1.0,6.0,69,3,Sweeper,12,0,12,0,0,12,12,0,Strategic,Standard,90.0,0.0,0.705,71.7,8.2,2.409,-0.705,104.6,12,12,1.0,1.0,27,35,27,36,2,4,3.0,1.0,3.0,1.0,3.68,-1.41,-1.41,-1.0,24.0502298024866,-19.95008542230116,28.99326278784189,39.61865248365889,29.836510483024835,2025
FF,2025-05-21,85.0,-3.33,3.94,"Jacob, Alek",662139,689690,home_run,hit_into_play,,,,,4.0,R,L,R,TOR,SD,X,,fly_ball,0,0,2025,-1.0,1.27,-0.59,2.67,664770.0,666182.0,683021.0,0,8,Bot,144.87,33.09,,,,,8.636524352194881,-123.45131955855882,0.9486119080782588,-12.05904429068878,27.79181815194728,-19.768328195498352,3.45,1.55,413.0,105.2,29.0,86.4,2352.0,7.6,777837,52.89,0.883,1.764,2.0,1.0,0.0,3.0,6.0,68,1,4-Seam Fastball,8,0,8,0,0,12,12,0,Infield shade,Standard,236.0,0.0,0.843,76.9,7.9,3.465,-0.843,105.2,8,8,1.0,1.0,27,28,27,29,2,4,3.0,1.0,3.0,1.0,1.93,1.0,-1.0,2.0,21.67638497711901,2.763365605281986,23.76401313909253,41.4196824038575,25.911115079023247,2025
SI,2025-05-21,85.5,-2.21,3.75,"Jacob, Alek",666182,689690,single,hit_into_play,,,,,4.0,R,R,R,TOR,SD,X,8.0,line_drive,0,1,2025,-1.51,0.48,-0.7,3.0,676391.0,,664770.0,0,8,Bot,139.45,99.94,,,,,6.734781541164705,-124.11842270509008,3.745402945978682,-16.94038245073576,27.720838583936043,-28.321150393944563,3.72,1.74,252.0,95.6,15.0,86.7,2273.0,7.5,777837,53.03,0.846,0.813,0.9,1.0,1.0,0.0,4.0,66,2,Sinker,7,0,7,0,0,8,8,0,Standard,Standard,246.0,0.0,0.462,66.0,6.2,1.045,-0.462,95.6,7,7,1.0,1.0,27,27,27,27,1,4,3.0,1.0,3.0,1.0,2.68,1.51,1.51,0.6,13.291447557183377,8.730781921875705,29.84577603291419,26.528094664211693,24.245940247344976,2025
CH,2025-05-21,75.8,-3.43,3.75,"Jacob, Alek",664770,689690,single,hit_into_play,,,,,6.0,R,L,R,TOR,SD,X,9.0,ground_ball,0,1,2025,-1.52,0.12,0.33,2.35,,,676391.0,0,8,Bot,178.5,102.02,,,,,10.780368577199482,-109.7010459088571,4.218187546135894,-14.289627347047812,21.630136235692657,-32.36703227393222,3.48,1.6,132.0,102.4,7.0,76.9,2225.0,7.6,777837,52.89,0.651,0.602,0.9,1.0,1.0,0.0,4.0,65,2,Changeup,7,0,7,0,0,7,7,0,Infield shade,Standard,270.0,0.001,0.492,71.7,6.7,0.724,-0.492,102.4,7,7,0.999,0.999,27,30,27,31,1,3,3.0,1.0,3.0,1.0,3.93,1.52,-1.52,-2.6,17.971585970978037,2.479071803966491,31.847982711565667,36.68666529497873,32.798033161012626,2025
CH,2025-05-21,87.7,-2.72,5.63,"UreÃ±a, JosÃ©",553869,570632,single,hit_into_play,,,,,14.0,R,R,R,TOR,SD,X,6.0,ground_ball,1,2,2025,-1.08,0.78,0.14,1.25,,,,2,8,Top,105.89,140.75,,,,,9.094004901798376,-127.19410779180028,-5.962297359822881,-13.658626118126238,28.573825787524274,-22.636880299459417,3.24,1.47,9.0,100.1,-9.0,87.0,1749.0,6.2,777837,54.28,0.257,0.207,0.9,1.0,1.0,0.0,2.0,61,4,Changeup,7,0,0,7,0,7,0,7,Standard,Standard,237.0,0.0,0.408,74.6,7.4,0.266,-0.408,100.1,7,-7,0.999,0.001,33,34,34,35,1,1,6.0,1.0,2.0,1.0,2.23,1.08,1.08,32.7,5.097444382987743,-9.07228315698161,33.045910686748705,34.94594770076212,42.307801588139895,2025
CH,2025-05-21,75.4,-3.48,3.75,"Jacob, Alek",682729,689690,double,hit_into_play,,,,,4.0,R,L,R,TOR,SD,X,8.0,fly_ball,0,1,2025,-1.48,0.09,-0.45,2.53,665489.0,543807.0,672386.0,2,7,Bot,158.19,46.71,,,,,9.092309236472415,-109.21565630145332,4.664453381753795,-13.533306755360288,20.86418627242946,-32.66279417981372,3.28,1.57,384.0,98.4,26.0,76.3,2357.0,7.4,777837,53.1,0.406,0.643,1.25,1.0,1.0,1.0,6.0,57,2,Changeup,5,0,5,0,0,7,7,0,Infield shade,Standard,266.0,0.008,0.829,71.1,6.7,1.159,-0.829,98.4,5,5,0.989,0.989,27,23,27,23,1,0,3.0,3.0,3.0,1.0,3.98,1.48,-1.48,-5.9,8.76383793881293,-5.416369440543354,28.73988522272256,39.728958055893735,37.41333986306438,2025
SI,2025-05-21,83.8,-2.21,3.69,"Jacob, Alek",543807,689690,single,hit_into_play,,,,,4.0,R,R,R,TOR,SD,X,5.0,ground_ball,1,1,2025,-1.44,0.43,-0.31,2.44,,666182.0,665489.0,2,7,Bot,94.39,166.77,,,,,7.407442850434908,-121.77491719071192,2.8301116479545003,-15.855552961076311,26.22107545914492,-28.81565148236456,3.65,1.65,14.0,92.3,-9.0,85.1,2218.0,7.4,777837,53.08,0.171,0.168,0.9,1.0,1.0,0.0,2.0,55,3,Sinker,4,0,4,0,0,5,5,0,Standard,Standard,248.0,0.014,0.579,75.3,7.6,0.173,-0.579,92.3,4,4,0.973,0.973,27,35,27,36,1,3,3.0,1.0,3.0,1.0,2.85,1.44,1.44,-3.2,18.95904561080226,-5.672099875538566,31.76369846932181,31.784027420119905,25.181338833461805,2025
SL,2025-05-21,87.7,2.44,5.76,"Morejon, Adrian",665489,670970,single,hit_into_play,,,,,13.0,R,R,L,TOR,SD,X,8.0,line_drive,0,2,2025,-0.31,0.04,-0.9,1.81,676391.0,,666182.0,1,7,Bot,135.96,85.11,,,,,-7.4210004305471715,-127.55343734343332,-3.472166806665117,-1.816057181011577,27.263102591481864,-31.216036560403523,3.72,1.67,251.0,80.8,19.0,87.6,2862.0,6.3,777837,54.15,0.966,0.894,0.9,1.0,1.0,0.0,4.0,53,3,Slider,3,0,3,0,0,4,4,0,Standard,Standard,298.0,0.016,0.566,73.3,7.1,1.077,-0.566,88.0,3,3,0.962,0.962,26,26,26,26,1,3,4.0,1.0,2.0,1.0,2.94,-0.31,0.31,43.0,-8.269580060123689,-2.5604628202872943,37.956319408109984,28.000958531573907,32.075738444620384,2025
SI,2025-05-21,97.0,2.4,5.85,"Morejon, Adrian",680718,670970,single,hit_into_play,,,,,8.0,R,L,L,TOR,SD,X,9.0,ground_ball,0,0,2025,1.45,0.87,0.19,2.22,,,,0,7,Bot,176.71,119.24,,,,,-9.214022643043362,-140.80379296866985,-6.071957137785992,21.4796650581474,34.238120668200175,-19.38938563452208,3.7,1.67,9.0,99.2,-14.0,96.6,2442.0,6.3,777837,54.17,0.223,0.216,0.9,1.0,1.0,0.0,2.0,49,1,Sinker,2,0,2,0,0,2,2,0,Infield shade,Standard,146.0,0.015,0.448,75.4,7.8,0.255,-0.448,99.2,2,2,0.893,0.893,26,25,26,26,1,2,4.0,1.0,2.0,1.0,1.58,1.45,1.45,39.8,2.2779169087414624,-7.878759284175303,22.53417056308003,32.52979400792684,32.26227497671946,2025
FS,2025-05-21,84.9,-2.71,5.46,"Gausman, Kevin",650333,592332,triple,hit_into_play,,,,,8.0,R,L,R,TOR,SD,X,9.0,ground_ball,1,2,2025,-1.49,0.28,0.0,1.81,,,,2,6,Top,186.2,141.8,,,,,9.437272145353983,-123.27076279201567,-2.744761885670109,-17.076547094438283,26.34082711075905,-28.910163431971142,3.35,1.53,88.0,92.4,5.0,85.5,1759.0,7.0,777837,53.53,0.466,0.434,1.6,1.0,1.0,2.0,4.0,40,4,Split-Finger,2,0,0,2,0,2,0,2,Standard,Standard,243.0,-0.031,0.73,63.0,6.9,0.541,-0.73,92.4,2,-2,0.84,0.16,34,28,34,28,3,2,6.0,1.0,5.0,1.0,2.91,1.49,-1.49,32.9,27.086985902646383,-5.187042681995288,32.35595001423763,34.79429842228218,41.17633839807026,2025
FC,2025-05-21,89.2,-1.29,6.17,"VÃ¡squez, Randy",666182,681190,single,hit_into_play,,,,,14.0,R,R,R,TOR,SD,X,6.0,ground_ball,0,1,2025,0.3,0.79,0.97,2.59,,,,2,5,Bot,79.21,163.56,,,,,4.922019290496364,-129.8602005810757,-4.431441056507195,2.333950690613284,28.214948377201555,-22.4872932109798,3.72,1.74,1.0,72.7,-63.0,88.9,2552.0,6.2,777837,54.33,0.343,0.314,0.9,1.0,1.0,0.0,2.0,36,2,Cutter,2,0,2,0,0,2,2,0,Strategic,Standard,193.0,0.008,0.373,72.3,7.4,0.374,-0.373,88.0,2,2,0.795,0.795,26,27,27,27,3,2,7.0,1.0,5.0,1.0,2.08,-0.3,-0.3,41.1,1.9560678622518484,11.425010700604629,31.148345827577018,45.96410144351416,18.13423169512568,2025
ST,2025-05-21,83.1,-1.91,5.91,"VÃ¡squez, Randy",664770,681190,home_run,hit_into_play,,,,,3.0,R,L,R,TOR,SD,X,,fly_ball,0,0,2025,0.88,0.55,0.38,3.19,,,676391.0,2,5,Bot,204.52,66.32,,,,,3.5129919966205576,-121.03407783587215,-0.8298789866464127,7.884605181621769,24.99129404390618,-26.806085364458408,3.48,1.6,373.0,102.7,35.0,82.8,2864.0,6.2,777837,54.3,0.531,1.047,2.0,1.0,0.0,3.0,6.0,35,1,Sweeper,0,0,0,0,0,2,2,0,Infield shade,Standard,93.0,0.264,2.222,68.5,6.4,2.029,-2.222,102.7,0,0,0.531,0.531,26,30,27,31,2,1,7.0,1.0,5.0,1.0,2.76,-0.88,0.88,33.3,18.48670775950535,-4.106641826194526,25.217354450728024,34.14548257521301,34.373930517786285,2025
CU,2025-05-21,82.0,-1.68,6.19,"VÃ¡squez, Randy",623993,681190,single,hit_into_play,,,,,9.0,R,L,R,TOR,SD,X,9.0,fly_ball,3,2,2025,0.87,-0.4,0.7,1.55,,,,0,5,Bot,208.65,76.71,,,,,3.6918522714981945,-119.4583108777806,-3.1745441601766444,7.610268190145166,23.09902759624497,-35.62181125104842,3.33,1.52,362.0,91.7,30.0,81.9,3042.0,6.1,777837,54.36,0.086,0.115,0.9,1.0,1.0,0.0,3.0,32,6,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,73.0,0.047,0.369,75.4,7.5,0.203,-0.369,91.7,0,0,0.565,0.565,26,30,27,31,2,1,7.0,1.0,5.0,2.0,3.79,-0.87,0.87,42.7,15.982882610977777,-16.123689708716565,37.14528649296579,27.1342971645098,35.292996935995575,2025
FF,2025-05-21,93.9,-2.48,5.84,"Gausman, Kevin",592518,592332,double,hit_into_play,,,,,6.0,R,R,R,TOR,SD,X,9.0,line_drive,1,0,2025,-0.9,1.39,0.66,2.52,,,,1,4,Top,192.63,70.1,,,,,10.159345657311556,-136.2250749194168,-5.937970488527895,-13.512489097911216,30.58141259022495,-13.6883719135216,3.65,1.66,357.0,98.8,23.0,94.2,2207.0,6.7,777837,53.81,0.386,0.525,1.25,1.0,1.0,1.0,5.0,22,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,224.0,-0.051,0.618,74.9,7.9,0.879,-0.618,98.8,0,0,0.527,0.473,34,32,34,33,2,1,6.0,1.0,5.0,1.0,1.21,0.9,0.9,39.4,2.506030182756808,11.345269987173491,25.887443250028014,47.55315029873974,24.77375005825076,2025
FF,2025-05-21,93.1,-1.58,6.25,"VÃ¡squez, Randy",664770,681190,single,hit_into_play,,,,,2.0,R,L,R,TOR,SD,X,8.0,line_drive,3,2,2025,-0.38,1.43,0.08,2.94,,,,2,3,Bot,132.42,67.9,,,,,5.081319678436144,-135.34831565071522,-5.814377719415075,-5.8166326261719785,30.77217926633429,-13.510207048595362,3.48,1.6,278.0,93.6,15.0,92.6,2321.0,6.2,777837,54.34,0.897,0.834,0.9,1.0,1.0,0.0,4.0,19,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,199.0,0.014,0.263,64.1,6.5,1.06,-0.263,93.6,0,0,0.512,0.512,26,30,27,31,1,0,7.0,1.0,5.0,1.0,1.21,0.38,-0.38,42.4,7.352529660414163,5.672462276664767,26.80119546390653,38.40023231483309,26.29827800215196,2025
SL,2025-05-21,82.0,-2.51,5.76,"Gausman, Kevin",650333,592332,double,hit_into_play,,,,,1.0,R,L,R,TOR,SD,X,9.0,line_drive,2,2,2025,0.35,-0.12,-0.6,2.79,,,,1,1,Top,163.96,62.86,,,,,3.674101614788803,-119.29759086302256,0.1249992064826928,2.531718436549657,24.574022320598367,-33.612517345005585,3.35,1.53,282.0,95.7,17.0,82.4,2376.0,6.8,777837,53.74,0.52,0.507,1.25,1.0,1.0,1.0,4.0,2,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,70.0,-0.041,0.688,63.0,6.1,0.694,-0.688,95.7,0,0,0.522,0.478,34,28,34,28,1,0,6.0,1.0,5.0,1.0,3.54,-0.35,0.35,36.7,15.448922460832284,2.062123128341369,31.508335110954995,41.524010522517166,39.04083074934253,2025
SL,2025-05-21,85.2,-2.63,6.36,"Jackson, Luke",691176,592426,home_run,hit_into_play,,,,,5.0,R,L,R,NYY,TEX,X,,fly_ball,2,0,2025,0.29,-0.64,0.04,2.6,,,,1,9,Bot,216.41,62.9,,,,,5.682345339091475,-123.96980390376808,-1.2133111151696825,1.7707626769605127,26.449450783980016,-38.71402705828383,3.48,1.66,398.0,109.7,27.0,85.1,2193.0,6.4,777835,54.09,0.994,2.014,2.0,1.0,0.0,3.0,6.0,72,3,Slider,3,3,3,3,3,4,4,3,Infield shade,Standard,32.0,0.423,1.472,79.9,8.1,3.966,-1.472,109.7,0,0,0.577,0.577,33,22,34,22,1,3,3.0,3.0,3.0,1.0,3.8,-0.29,0.29,52.7,13.570802150023647,-12.110793975164691,28.573122486698807,32.916449064799345,39.43902779410624,2025
SI,2025-05-21,95.2,-1.93,5.87,"De los Santos, Yerry",664059,660787,single,hit_into_play,,,,,4.0,R,L,R,NYY,TEX,X,7.0,line_drive,2,1,2025,-1.68,0.96,-0.79,2.51,,,,0,9,Top,68.96,108.15,,,,,6.829096826450543,-138.2991014652156,-5.319996717674389,-23.122827899847053,33.507937366879474,-18.795942513195847,3.19,1.42,203.0,85.2,14.0,95.4,2042.0,6.7,777835,53.83,0.897,0.854,0.9,1.0,1.0,0.0,4.0,67,4,Sinker,3,3,3,3,3,3,3,3,Infield shade,Standard,232.0,-0.082,0.407,70.8,6.2,1.047,-0.407,88.0,0,0,0.5,0.5,27,31,28,31,1,4,5.0,1.0,2.0,1.0,1.58,1.68,-1.68,32.2,-10.96774713457467,17.340761092940674,30.595668489345897,48.23403885830088,19.998810691361072,2025
FF,2025-05-21,94.1,-2.08,6.5,"Jackson, Luke",592450,592426,single,hit_into_play,,,,,5.0,R,R,R,NYY,TEX,X,7.0,line_drive,1,2,2025,-0.57,1.54,-0.02,3.09,,502671.0,663757.0,2,8,Bot,76.26,106.28,,,,,6.677861397295706,-136.5636013002986,-6.453171340848475,-8.815382495345899,37.47588681447038,-11.74193609355126,4.01,1.82,170.0,114.4,8.0,94.0,2418.0,6.9,777835,53.58,0.831,0.834,0.9,1.0,1.0,0.0,5.0,66,4,4-Seam Fastball,2,3,2,3,3,3,3,3,Infield shade,Standard,204.0,0.22,0.655,,,1.081,-0.655,114.4,-1,-1,0.28,0.28,33,33,34,33,1,3,3.0,1.0,3.0,1.0,1.1,0.57,0.57,57.3,,,,,,2025
CH,2025-05-21,88.5,-1.71,5.98,"De los Santos, Yerry",669394,660787,single,hit_into_play,,,,,14.0,R,R,R,NYY,TEX,X,7.0,ground_ball,1,2,2025,-0.42,-0.26,0.11,1.42,,,543760.0,2,8,Top,79.0,114.0,,,,,5.37398612981026,-128.73101803969132,-4.556339210335956,-5.798290324104206,26.960814560957417,-34.271735514758184,3.35,1.54,5.0,100.2,-16.0,89.3,1361.0,6.8,777835,53.65,0.163,0.161,0.9,1.0,1.0,0.0,2.0,59,4,Changeup,2,3,3,2,3,2,3,2,Standard,Standard,246.0,-0.026,0.431,71.3,7.8,0.163,-0.431,100.2,-1,1,0.273,0.727,27,29,28,29,1,3,5.0,1.0,2.0,1.0,3.17,0.42,0.42,28.5,9.190262283662712,-1.0944118765275197,32.332157668935096,40.59865145760243,31.12077859409581,2025
SI,2025-05-21,95.7,-1.94,6.02,"De los Santos, Yerry",543760,660787,single,hit_into_play,,,,,5.0,R,R,R,NYY,TEX,X,9.0,line_drive,1,1,2025,-1.63,0.86,0.21,2.36,,,,1,8,Top,185.14,124.25,,,,,9.359032870683857,-138.86790442892726,-5.906173729054871,-23.25088485128673,35.1247294555113,-19.78659823321941,3.31,1.6,238.0,79.8,24.0,95.4,2051.0,6.6,777835,53.92,0.537,0.483,0.9,1.0,1.0,0.0,4.0,57,3,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,232.0,-0.024,0.434,67.0,7.3,0.58,-0.434,88.0,-1,1,0.269,0.731,27,34,28,35,1,3,5.0,1.0,2.0,1.0,1.67,1.63,1.63,28.8,2.515887951486236,21.3092112949971,35.54699412916251,34.21520241404991,20.937512669191268,2025
FF,2025-05-21,96.9,-1.25,5.38,"deGrom, Jacob",641355,594798,home_run,hit_into_play,,,,,5.0,R,L,R,NYY,TEX,X,,fly_ball,2,1,2025,-0.83,1.33,0.0,2.71,,,,0,7,Bot,198.96,62.32,,,,,5.3263424608161705,-140.8122344128798,-4.573365874830942,-12.382246616331257,38.34056012402318,-13.72158390310342,3.89,1.8,383.0,103.8,33.0,97.1,2400.0,6.9,777835,53.57,0.731,1.449,2.0,1.0,0.0,3.0,6.0,52,4,4-Seam Fastball,1,3,1,3,3,2,2,3,Infield shade,Standard,218.0,0.145,1.073,74.5,8.0,2.848,-1.073,103.8,-2,-2,0.209,0.209,37,29,37,30,3,2,6.0,1.0,5.0,1.0,1.14,0.83,-0.83,27.7,12.61028622329933,-6.718305228681526,34.1305363162995,30.257593282951355,29.322015173597173,2025
SI,2025-05-21,93.8,-2.7,5.94,"Hamilton, Ian",694671,641656,single,hit_into_play,,,,,7.0,R,R,R,NYY,TEX,X,7.0,line_drive,2,2,2025,-1.62,0.89,-0.4,2.0,,,,2,7,Top,59.64,102.34,,,,,9.414216339034,-136.03825341038035,-6.265320891500569,-22.234513070373307,33.60611963563769,-19.85347712737327,3.34,1.6,238.0,104.5,12.0,92.3,2213.0,5.9,777835,54.63,0.931,0.938,0.9,1.0,1.0,0.0,4.0,50,6,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,222.0,-0.008,0.37,75.9,7.3,1.248,-0.37,104.5,-2,2,0.201,0.799,30,23,30,24,1,3,1.0,1.0,3.0,1.0,1.75,1.62,1.62,34.9,19.12548117225588,1.2082366906710047,37.075230113679176,30.609520661313613,31.96523431831411,2025
SI,2025-05-21,93.4,-2.65,5.99,"Hamilton, Ian",664059,641656,home_run,hit_into_play,,,,,2.0,R,L,R,NYY,TEX,X,,line_drive,0,0,2025,-1.59,1.13,0.15,2.93,,,,2,7,Top,213.57,67.11,,,,,10.566878272392088,-135.3825178479865,-4.41950307523379,-22.09179426666338,35.65978710475924,-17.46991063938038,3.19,1.42,390.0,107.2,29.0,91.3,2335.0,5.7,777835,54.76,0.946,1.923,2.0,1.0,0.0,3.0,6.0,49,1,Sinker,1,2,2,1,3,1,3,1,Standard,Standard,216.0,-0.141,2.594,75.2,7.1,3.762,-2.594,107.2,-1,1,0.342,0.658,30,31,30,31,1,3,1.0,1.0,3.0,1.0,1.54,1.59,-1.59,39.7,8.981183431053994,-13.338842336538455,29.91106696924284,37.32623519095672,34.15119378016482,2025
SI,2025-05-21,86.1,4.1,2.97,"Hill, Tim",669394,657612,home_run,hit_into_play,,,,,6.0,R,R,L,NYY,TEX,X,,line_drive,0,0,2025,1.3,-0.63,0.6,2.44,,,,0,7,Top,187.43,63.89,,,,,-10.971079147026286,-124.66163397265628,6.383289272791471,15.82547163813394,26.18870335743008,-40.38767827528241,3.35,1.54,367.0,106.5,20.0,86.1,1984.0,6.7,777835,53.81,0.777,1.119,2.0,1.0,0.0,3.0,6.0,46,1,Sinker,1,1,1,1,2,1,2,1,Standard,Standard,79.0,-0.2,1.114,73.4,7.2,1.906,-1.114,106.5,0,0,0.5,0.5,35,29,35,29,1,2,3.0,1.0,2.0,1.0,3.74,1.3,-1.3,-26.3,0.9675713086591132,13.004898621912035,23.979797818707468,47.08185967054707,21.59929882675005,2025
SI,2025-05-21,96.8,-2.4,5.27,"LoÃ¡isiga, Jonathan",673962,642528,single,hit_into_play,,,,,7.0,R,R,R,NYY,TEX,X,7.0,ground_ball,3,2,2025,-1.72,0.54,-0.78,1.85,,,,2,6,Top,74.95,104.89,,,,,8.306216600597349,-140.37953154404613,-4.632634032727211,-24.60721225750814,40.59732331521437,-24.0209545335259,3.69,1.74,32.0,99.9,-1.0,96.1,2315.0,6.7,777835,53.76,0.351,0.314,0.9,1.0,1.0,0.0,2.0,39,6,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,226.0,-0.019,0.263,73.2,7.1,0.383,-0.263,99.9,0,0,0.558,0.442,30,27,31,27,1,2,3.0,1.0,4.0,1.0,1.96,1.72,1.72,39.9,5.8579390223954055,3.0960275873006147,45.38207926167679,25.21039412089916,32.35886817552056,2025
FC,2025-05-21,84.1,3.42,4.88,"Yarbrough, Ryan",669394,642232,home_run,hit_into_play,,,,,4.0,R,R,L,NYY,TEX,X,,fly_ball,3,2,2025,0.14,0.75,-0.51,2.11,,,,1,5,Top,19.08,93.0,,,,,-9.356949191568852,-122.18181082645208,-1.5628600055912052,3.064807361194519,22.188519119355764,-24.49004941377477,3.35,1.54,370.0,110.4,28.0,84.2,2063.0,6.3,777835,54.24,0.997,2.026,2.0,1.0,0.0,3.0,6.0,31,7,Cutter,1,0,0,1,1,1,1,1,Standard,Standard,127.0,-0.146,1.506,78.1,7.6,3.99,-1.506,110.4,1,-1,0.676,0.324,33,29,34,29,2,1,10.0,1.0,5.0,1.0,2.46,0.14,-0.14,12.1,11.339543872411582,-14.214258850892596,31.76123142523676,32.68275855843282,38.53624212015872,2025
ST,2025-05-21,70.9,3.46,4.69,"Yarbrough, Ryan",669701,642232,single,hit_into_play,,,,,8.0,R,L,L,NYY,TEX,X,1.0,ground_ball,0,2,2025,-1.33,0.77,0.01,1.39,,,,1,3,Top,118.75,192.02,,,,,-4.494860004396447,-103.05578011892308,0.03476124280204,-8.38085760622619,21.20155010309644,-27.061543395341943,3.17,1.43,2.0,30.0,-44.0,69.8,2205.0,6.0,777835,54.47,0.306,0.296,0.9,1.0,1.0,0.0,1.0,18,3,Sweeper,1,0,0,1,0,1,0,1,Infield shade,Standard,265.0,-0.029,0.515,65.6,8.0,0.33,-0.515,88.0,1,-1,0.643,0.357,33,27,34,28,1,0,10.0,1.0,5.0,1.0,3.87,-1.33,-1.33,7.4,31.78687883037361,-27.46391860185933,38.71761927602038,34.50820509669666,48.17353850901958,2025
