pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,year
SL,2025-07-22,91.2,-2.05,6.43,"Burns, Chase",682928,695505,double,hit_into_play,,,,,14.0,R,L,R,WSH,CIN,X,9.0,line_drive,1,2,2025,0.44,0.32,0.74,1.22,,696285.0,,2,5,Bot,235.57,98.48,,,,,6.086600619556417,-132.58164224701403,-7.923107130069447,3.927446140938671,28.62138806494961,-26.89437080346833,3.53,1.59,312.0,105.3,17.0,91.4,2741.0,6.5,777042,54.01,0.54,0.664,1.25,1.0,1.0,1.0,5.0,39,4,Slider,2,1,2,1,1,3,3,1,Standard,Standard,158.0,0.111,0.989,71.8,8.3,1.039,-0.989,105.3,1,1,0.7,0.7,22,24,22,25,3,2,11.0,1.0,6.0,1.0,2.43,-0.44,0.44,47.0,17.859034842132658,-16.193824787685205,39.41937963979384,30.426105904502293,35.51118258823016,2025
FF,2025-07-22,97.8,-1.61,6.62,"Burns, Chase",696285,695505,double,hit_into_play,,,,,1.0,R,R,R,WSH,CIN,X,8.0,line_drive,0,0,2025,-0.21,1.23,-0.43,2.83,691781.0,,,2,5,Bot,103.94,76.36,,,,,3.689804774351289,-142.34922067953823,-7.633177580564009,-3.718889499884634,30.80943053971062,-13.91076968158938,3.24,1.49,267.0,102.1,11.0,98.6,2538.0,6.6,777042,53.88,0.923,0.878,1.25,1.0,1.0,1.0,4.0,38,1,4-Seam Fastball,1,1,1,1,1,2,2,1,Standard,Standard,196.0,0.147,0.821,66.4,7.1,1.098,-0.821,102.1,0,0,0.553,0.553,22,25,22,26,2,1,11.0,1.0,6.0,1.0,1.14,0.21,0.21,54.9,18.8350037058536,6.736313626624702,28.62964998923357,36.96110273485408,22.456394559708247,2025
SL,2025-07-22,91.5,-1.79,6.41,"Burns, Chase",691781,695505,single,hit_into_play,,,,,14.0,R,R,R,WSH,CIN,X,9.0,fly_ball,1,2,2025,0.29,0.36,0.93,2.39,,,,0,5,Bot,161.24,99.24,,,,,6.235007227137899,-133.0010520067776,-5.002324341696629,2.036639547185653,30.00074064731745,-27.00371863606117,3.57,1.6,247.0,74.8,26.0,91.4,2790.0,6.4,777042,54.08,0.757,0.728,0.9,1.0,1.0,0.0,4.0,35,4,Slider,1,1,1,1,1,1,1,1,Infield shade,Standard,128.0,0.047,0.516,68.3,8.0,0.882,-0.516,88.0,0,0,0.565,0.565,22,22,22,22,2,1,11.0,1.0,6.0,1.0,2.38,-0.29,-0.29,52.3,18.628419334158828,15.450036962885475,27.13813670411184,47.36402684538835,24.93717130703017,2025
SL,2025-07-22,89.9,-1.64,6.42,"Burns, Chase",605137,695505,home_run,hit_into_play,,,,,6.0,R,L,R,WSH,CIN,X,,fly_ball,2,1,2025,0.3,0.11,0.47,2.81,,,,1,4,Bot,217.16,70.41,,,,,4.609073812974846,-130.90171140236464,-3.238099754630371,2.5160928218317045,26.75794322015389,-30.418007832709367,3.74,1.81,388.0,102.5,33.0,90.1,2733.0,6.3,777042,54.2,0.56,1.09,2.0,1.0,0.0,3.0,6.0,29,4,Slider,0,1,0,1,1,1,1,1,Infield shade,Standard,92.0,0.141,1.536,69.6,8.2,2.131,-1.536,102.5,-1,-1,0.391,0.391,22,32,22,33,2,1,11.0,1.0,6.0,3.0,2.7,-0.3,0.3,55.1,19.78181429984779,-13.347047592373958,32.59426734279716,33.70091933380785,30.715259764034144,2025
FF,2025-07-22,94.8,-2.64,5.48,"Lord, Brad",666158,695418,single,hit_into_play,,,,,3.0,R,L,R,WSH,CIN,X,8.0,ground_ball,1,0,2025,-1.2,0.88,0.3,2.94,682829.0,,,1,4,Top,119.98,110.02,,,,,10.242413933876833,-137.79706596621304,-2.935232964627179,-17.55468881521442,29.111290640057582,-20.52356094118023,3.29,1.55,136.0,81.9,9.0,94.0,2336.0,5.8,777042,54.74,0.434,0.433,0.9,1.0,1.0,0.0,4.0,25,2,4-Seam Fastball,0,0,0,0,1,0,1,0,Strategic,Standard,252.0,-0.068,0.407,68.2,6.1,0.529,-0.407,88.0,0,0,0.437,0.563,25,27,25,28,2,1,10.0,1.0,6.0,1.0,1.66,1.2,-1.2,22.2,4.425187234578575,15.946722141478467,33.434816226457926,31.00911132895542,25.347360378505943,2025
CH,2025-07-22,86.9,-1.98,5.58,"Lord, Brad",682829,695418,double,hit_into_play,,,,,8.0,R,L,R,WSH,CIN,X,9.0,line_drive,0,1,2025,-1.5,0.42,0.08,2.16,,,,0,4,Top,167.2,48.0,,,,,7.88661368899067,-126.28111369706606,-2.8112912612720784,-17.67353073911961,26.349679390737656,-27.25824694220227,3.63,1.73,385.0,108.7,21.0,85.7,2062.0,5.7,777042,54.83,0.923,1.552,1.25,1.0,1.0,1.0,6.0,23,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,255.0,-0.075,0.73,77.5,7.1,2.838,-0.73,108.7,0,0,0.5,0.5,25,23,25,23,2,1,10.0,1.0,6.0,1.0,2.61,1.5,-1.5,23.7,7.237206362279458,-5.000547942660276,39.09900538705436,36.17423957278266,41.74879309843972,2025
FF,2025-07-22,94.9,-2.37,5.39,"Lord, Brad",682622,695418,single,hit_into_play,,,,,1.0,R,R,R,WSH,CIN,X,8.0,line_drive,1,0,2025,-1.35,0.7,-0.6,3.25,,,,0,3,Top,130.01,97.7,,,,,7.528093698391279,-138.01624048988378,-1.5271448526325344,-18.86768953909805,29.973757807830506,-23.01713842958979,3.55,1.71,198.0,74.8,19.0,93.8,2204.0,5.6,777042,54.88,0.974,0.89,0.9,1.0,1.0,0.0,4.0,16,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,246.0,-0.04,0.41,73.5,6.7,1.045,-0.41,88.0,0,0,0.5,0.5,25,23,25,24,1,0,10.0,1.0,6.0,1.0,1.82,1.35,1.35,18.8,11.82066955870467,10.08028580797154,28.011192407789377,29.8167615812064,28.11060044668445,2025
SL,2025-07-22,86.2,-1.74,6.51,"Burns, Chase",671277,695505,single,hit_into_play,,,,,7.0,R,L,R,WSH,CIN,X,8.0,ground_ball,1,0,2025,0.39,-0.62,-0.36,1.56,,,,1,2,Bot,133.77,96.32,,,,,2.485527337144417,-125.56698565128342,-4.341495777694385,3.697744318749419,23.172196303740574,-38.13927126099146,3.46,1.68,75.0,93.9,4.0,86.8,2809.0,6.4,777042,54.12,0.46,0.433,0.9,1.0,1.0,0.0,4.0,13,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,52.0,0.026,0.383,63.4,7.7,0.53,-0.383,93.9,0,0,0.527,0.527,22,25,22,25,1,0,11.0,2.0,6.0,1.0,3.66,-0.39,0.39,56.1,12.742221557871366,-1.3788180491287323,34.98525609641642,40.287539540392565,30.4790655137931,2025
SL,2025-07-22,85.4,-2.85,5.29,"Lord, Brad",663886,695418,single,hit_into_play,,,,,4.0,R,R,R,WSH,CIN,X,7.0,line_drive,1,0,2025,0.24,-0.01,-0.42,2.58,,,666158.0,2,2,Top,92.93,91.59,,,,,5.163927358604561,-124.3865482786636,-0.1264265657368553,1.4666421652424555,23.799273843953777,-32.42787699494921,3.39,1.56,248.0,83.6,20.0,84.3,2538.0,5.4,777042,55.06,0.74,0.679,0.9,1.0,1.0,0.0,4.0,10,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,84.0,-0.026,0.324,70.8,7.5,0.837,-0.324,88.0,0,0,0.526,0.474,25,28,25,29,1,0,10.0,2.0,6.0,3.0,3.11,-0.24,-0.24,13.5,12.246169745242714,-0.2567055649790789,38.21718783804275,32.61857296512002,29.87087017391724,2025
SL,2025-07-22,86.1,-2.44,5.44,"Lord, Brad",666158,695418,single,hit_into_play,,,,,5.0,R,L,R,WSH,CIN,X,4.0,ground_ball,2,1,2025,0.16,0.16,0.19,2.65,,,,1,2,Top,136.81,142.46,,,,,5.795394061812154,-125.2157503944685,-0.6206732387051982,0.2843031575926397,28.77250304875457,-30.662069581078224,3.29,1.55,25.0,82.6,-4.0,83.8,2413.0,5.1,777042,55.35,0.151,0.146,0.9,1.0,1.0,0.0,2.0,8,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,10.0,-0.026,0.375,71.5,6.6,0.186,-0.375,88.0,0,0,0.523,0.477,25,27,25,28,1,0,10.0,1.0,6.0,1.0,2.96,-0.16,0.16,18.8,-0.949542524486106,15.285668032288774,33.371011421252504,33.26544549974977,26.73471486621845,2025
SL,2025-07-22,86.1,-2.37,5.31,"Lord, Brad",680574,695418,single,hit_into_play,,,,,6.0,R,R,R,WSH,CIN,X,8.0,line_drive,1,0,2025,0.08,0.06,0.65,2.25,,,,1,1,Top,119.91,97.75,,,,,6.868964665572645,-125.32051864237046,-1.2062555672359987,-0.4779308400997328,23.482428895632367,-31.48375114781373,3.16,1.41,213.0,73.9,21.0,84.8,2525.0,5.3,777042,55.24,0.986,0.887,0.9,1.0,1.0,0.0,4.0,2,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,20.0,-0.025,0.383,71.7,7.3,1.029,-0.383,88.0,0,0,0.522,0.478,25,25,25,26,1,0,10.0,1.0,6.0,1.0,2.99,-0.08,-0.08,19.1,14.164071276159886,-3.606529768281191,29.492421251301234,42.95128709428919,37.67055164342968,2025
FF,2025-07-22,91.7,2.54,5.45,"King, Bryan",672695,687911,single,hit_into_play,,,,,8.0,R,R,L,AZ,HOU,X,8.0,line_drive,1,0,2025,0.27,1.16,0.07,2.08,,647304.0,664983.0,0,9,Bot,124.2,75.15,,,,,-6.840044670341774,-133.45379598308836,-5.232874940176294,4.622580941664463,26.56549956410889,-17.39487928242957,3.58,1.62,244.0,97.3,11.0,92.4,2105.0,6.5,777040,53.96,0.869,0.832,0.9,1.0,1.0,0.0,4.0,76,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Strategic,Standard,147.0,0.182,0.423,72.9,7.1,1.032,-0.423,97.3,-2,-2,0.312,0.312,28,25,29,26,1,3,2.0,1.0,4.0,1.0,1.54,0.27,-0.27,34.6,-3.584550691940271,0.3472220483705853,41.16963995376992,33.90696894916984,21.62467039099375,2025
FF,2025-07-22,92.7,2.62,5.45,"King, Bryan",543510,687911,single,hit_into_play,,,,,5.0,R,R,L,AZ,HOU,X,4.0,ground_ball,0,0,2025,0.2,1.12,0.0,2.63,,,647304.0,0,9,Bot,135.57,159.42,,,,,-7.1773213806265606,-134.91608785988038,-3.8763023478932377,3.993922416817309,27.92650502116324,-17.873364884829495,3.56,1.54,33.0,88.1,-2.0,93.2,2068.0,6.5,777040,54.03,0.24,0.194,0.9,1.0,1.0,0.0,2.0,75,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Strategic,147.0,0.135,0.449,70.9,6.1,0.277,-0.449,88.1,-2,-2,0.177,0.177,28,35,29,35,1,0,2.0,1.0,4.0,1.0,1.53,0.2,-0.2,32.7,-6.152732290323302,19.82688629766323,39.378662963382574,36.02042400922841,22.3087251712516,2025
SI,2025-07-22,91.3,2.83,5.32,"King, Bryan",647304,687911,single,hit_into_play,,,,,4.0,R,L,L,AZ,HOU,X,8.0,ground_ball,2,0,2025,0.78,0.45,-0.39,2.37,,,,0,9,Bot,146.46,79.51,,,,,-9.881812797046472,-132.73315348562332,-2.576524447337854,11.265595103331972,26.11272045922557,-26.440635359670416,3.19,1.49,41.0,104.5,-1.0,92.4,2041.0,6.8,777040,53.66,0.457,0.42,0.9,1.0,1.0,0.0,4.0,74,3,Sinker,1,3,1,3,3,1,1,3,Standard,Standard,143.0,0.09,0.341,73.9,7.3,0.505,-0.341,104.5,-2,-2,0.087,0.087,28,28,29,28,1,3,2.0,1.0,4.0,1.0,2.27,0.78,0.78,30.4,1.0579814579512583,0.8442586390565264,31.203600259285054,40.29556187108325,22.968837044884523,2025
SI,2025-07-22,90.9,-2.29,5.01,"Woodford, Jake",673237,663765,single,hit_into_play,,,,,11.0,R,R,R,AZ,HOU,X,7.0,line_drive,0,0,2025,-1.37,0.44,-0.89,2.39,,,514888.0,2,9,Top,94.11,81.2,,,,,6.468632815025211,-132.2256238785546,-1.5548017714639086,-17.418846853081696,29.55210525372378,-26.91638935581657,3.17,1.48,224.0,91.4,13.0,91.0,2106.0,6.5,777040,54.01,0.951,0.896,0.9,1.0,1.0,0.0,4.0,71,1,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,231.0,-0.019,0.357,71.9,6.8,1.088,-0.357,91.4,-1,1,0.177,0.823,28,26,29,27,2,4,3.0,2.0,7.0,1.0,2.33,1.37,1.37,20.2,7.32382753399153,-0.3654527012078335,30.17516740230768,24.1667648741786,32.30703654977904,2025
ST,2025-07-22,80.2,-2.3,4.89,"Woodford, Jake",514888,663765,single,hit_into_play,,,,,9.0,R,R,R,AZ,HOU,X,5.0,ground_ball,2,2,2025,1.07,-0.41,0.66,1.59,,,,1,9,Top,99.8,164.2,,,,,4.5108059410148815,-116.76032927978147,0.1691435561116829,8.950621776985653,22.346212045975605,-36.16727390140736,2.89,1.3,117.0,92.9,6.0,80.2,2636.0,6.3,777040,54.22,0.514,0.49,0.9,1.0,1.0,0.0,4.0,69,5,Sweeper,1,2,2,1,2,1,2,1,Standard,Standard,63.0,-0.017,0.453,62.6,7.8,0.594,-0.453,92.9,-1,1,0.174,0.826,28,35,29,35,1,4,3.0,1.0,7.0,2.0,3.95,-1.07,-1.07,21.2,14.292743188852809,-10.267170465081676,24.33963775239674,44.28112881407419,37.2938243738374,2025
FF,2025-07-22,93.5,-2.0,5.17,"Woodford, Jake",643289,663765,single,hit_into_play,,,,,6.0,R,R,R,AZ,HOU,X,9.0,fly_ball,1,0,2025,-0.36,1.19,0.7,2.69,,,,1,8,Top,154.52,101.84,,,,,7.789250204072381,-135.9903268302846,-3.302913257026722,-6.132871274861657,28.45023425469689,-16.82361990098758,3.41,1.61,232.0,68.9,29.0,94.1,2336.0,6.6,777040,53.95,0.949,0.854,0.9,1.0,1.0,0.0,4.0,62,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,216.0,-0.024,0.383,67.0,7.4,0.983,-0.383,88.0,-1,1,0.269,0.731,28,30,29,31,1,3,3.0,1.0,7.0,1.0,1.41,0.36,0.36,28.1,8.853297309635135,4.043080283898131,24.23484055920036,46.76885526631872,27.156570956819586,2025
ST,2025-07-22,81.4,-2.54,4.84,"Woodford, Jake",694728,663765,home_run,hit_into_play,,,,,8.0,R,R,R,AZ,HOU,X,,fly_ball,0,0,2025,1.51,0.15,0.12,1.85,,,666211.0,1,8,Top,32.7,68.11,,,,,3.0700831282914165,-118.5991913762548,-0.3777330573238964,13.655748147144362,23.413948500214765,-30.90928476282913,3.32,1.51,396.0,104.3,29.0,81.5,2607.0,6.3,777040,54.17,0.854,1.709,2.0,1.0,0.0,3.0,6.0,61,1,Sweeper,1,0,0,1,2,1,2,1,Standard,Standard,62.0,-0.476,1.436,73.7,8.1,3.329,-1.436,104.3,1,-1,0.745,0.255,28,23,29,23,1,3,3.0,1.0,7.0,1.0,3.29,-1.51,-1.51,20.0,25.926411106738858,-11.269007275256463,39.613115171189015,33.47821664576203,38.513999374269446,2025
SI,2025-07-22,92.5,1.27,6.05,"Valdez, Framber",672695,664285,single,hit_into_play,,,,,8.0,R,R,L,AZ,HOU,X,7.0,line_drive,1,0,2025,1.29,0.63,0.1,2.03,,,677950.0,0,7,Bot,77.47,107.93,,,,,-5.74906895609795,-134.48922631723892,-5.731426382493543,16.93586501485986,29.690687117615887,-23.48986352484613,3.58,1.62,195.0,104.8,9.0,91.7,2072.0,5.9,777040,54.63,0.734,0.705,0.9,1.0,1.0,0.0,4.0,55,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,136.0,0.038,0.408,74.7,7.1,0.894,-0.408,104.8,1,1,0.822,0.822,31,25,32,26,3,2,10.0,1.0,6.0,1.0,2.04,1.29,-1.29,44.6,5.671282766939587,-3.3982077475713224,41.56789820796449,34.2733618148675,30.986011957442905,2025
CU,2025-07-22,79.5,1.54,5.78,"Valdez, Framber",545341,664285,single,hit_into_play,,,,,8.0,R,R,L,AZ,HOU,X,6.0,line_drive,0,1,2025,-1.09,-1.17,0.15,1.87,,,,0,7,Bot,101.08,107.23,,,,,-0.9885209830153856,-115.742226822632,0.4407707999830297,-9.467385564946769,24.35707198371849,-42.94364519055491,3.31,1.52,170.0,105.8,10.0,78.7,2901.0,6.0,777040,54.53,0.849,0.841,0.9,1.0,1.0,0.0,4.0,54,2,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,317.0,0.028,0.485,71.2,7.7,1.068,-0.485,105.8,1,1,0.794,0.794,31,33,32,34,3,2,10.0,1.0,6.0,1.0,4.81,-1.09,1.09,40.1,10.979585010648524,-0.2260692269738029,31.005112825825567,38.2252321942217,30.234335558843355,2025
CH,2025-07-22,85.5,1.34,5.74,"Rodriguez, Eduardo",670097,593958,single,hit_into_play,,,,,14.0,R,R,L,AZ,HOU,X,1.0,ground_ball,2,2,2025,1.34,0.21,1.26,1.92,,,,1,7,Top,114.0,168.76,,,,,-2.900042768469424,-124.55105397719048,-3.1732178573384084,14.56455975254974,25.101164109428066,-29.51729854424892,3.36,1.59,49.0,67.9,4.0,85.9,1975.0,6.5,777040,54.0,0.18,0.177,0.9,1.0,1.0,0.0,2.0,50,5,Changeup,1,0,0,1,0,1,0,1,Infield shade,Standard,125.0,-0.049,0.453,72.7,7.2,0.215,-0.453,88.0,1,-1,0.743,0.257,32,30,32,30,3,2,12.0,1.0,6.0,1.0,2.9,1.34,-1.34,39.3,13.744603986504464,-1.249552728592959,28.18817591035841,47.43108804337125,42.49690224480294,2025
CH,2025-07-22,91.2,1.51,5.95,"Valdez, Framber",666971,664285,single,hit_into_play,,,,,14.0,R,R,L,AZ,HOU,X,6.0,ground_ball,2,1,2025,1.01,0.34,0.19,1.47,,,,1,6,Bot,102.34,145.94,,,,,-5.440955007511197,-132.75647913156186,-6.097409668007163,13.089893397258129,26.88811880035238,-27.111070724697136,3.78,1.76,24.0,91.9,-2.0,90.8,1790.0,5.9,777040,54.6,0.317,0.298,0.9,1.0,1.0,0.0,2.0,46,4,Changeup,1,0,1,0,0,1,1,0,Standard,Standard,127.0,0.023,0.375,72.8,7.7,0.381,-0.375,91.9,1,1,0.725,0.725,31,31,32,32,3,2,10.0,1.0,6.0,1.0,2.39,1.01,-1.01,40.8,8.004916137196021,-5.656366683201695,44.96410998109376,35.18277119363133,28.521481479890603,2025
SI,2025-07-22,96.0,0.32,6.01,"Valdez, Framber",672695,664285,single,hit_into_play,,,,,14.0,R,R,L,AZ,HOU,X,1.0,ground_ball,0,0,2025,1.43,0.61,0.86,2.08,,545341.0,,0,5,Bot,124.83,196.42,,,,,-1.8049331413567355,-139.67147834828515,-6.147706403025156,19.14542342318864,31.56442853333666,-23.037123949646844,3.58,1.62,0.0,37.5,-84.0,95.3,2246.0,5.9,777040,54.62,0.131,0.114,0.9,1.0,1.0,0.0,1.0,38,1,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,137.0,0.077,-0.024,,,0.131,0.024,88.0,0,0,0.649,0.649,31,25,32,26,2,1,10.0,1.0,6.0,1.0,1.87,1.43,-1.43,42.6,,,,,,2025
SI,2025-07-22,93.1,0.75,5.77,"Valdez, Framber",545341,664285,double,hit_into_play,,,,,9.0,R,R,L,AZ,HOU,X,8.0,line_drive,1,0,2025,1.59,0.21,0.44,1.78,,,,0,5,Bot,92.8,75.96,,,,,-4.255358222233161,-135.3894029281523,-4.847031087420604,20.420341117371912,32.88414937124662,-28.60173169177535,3.31,1.52,315.0,90.2,21.0,92.0,2204.0,5.9,777040,54.58,0.28,0.285,1.25,1.0,1.0,1.0,3.0,37,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,130.0,0.084,0.655,74.4,8.0,0.404,-0.655,90.2,0,0,0.565,0.565,31,33,32,34,2,1,10.0,1.0,6.0,1.0,2.44,1.59,-1.59,37.6,13.810551584341452,-9.941144111893813,32.29230572780683,41.2732420187102,32.89324331064484,2025
FC,2025-07-22,92.9,1.27,5.77,"Rodriguez, Eduardo",514888,593958,single,hit_into_play,,,,,12.0,R,R,L,AZ,HOU,X,1.0,ground_ball,1,1,2025,0.16,1.25,0.08,3.16,,,701358.0,1,5,Top,120.6,189.55,,,,,-3.3841060929287217,-135.2065302295533,-3.6174465862694665,2.697721818559821,29.68130219620688,-16.27490365286173,2.89,1.3,8.0,33.4,-19.0,92.9,2399.0,6.3,777040,54.2,0.351,0.341,0.9,1.0,1.0,0.0,1.0,34,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,151.0,-0.047,0.103,7.0,1.8,0.376,-0.103,88.0,0,0,0.497,0.503,32,35,32,35,3,2,12.0,1.0,6.0,2.0,1.39,0.16,-0.16,37.6,28.44890073166444,-13.35679986332565,7.925568446865561,44.63266834021878,28.498364521907504,2025
CH,2025-07-22,84.9,1.26,5.82,"Rodriguez, Eduardo",673237,593958,single,hit_into_play,,,,,14.0,R,R,L,AZ,HOU,X,7.0,line_drive,1,0,2025,1.41,0.56,0.07,1.11,,,572233.0,0,4,Top,68.13,97.24,,,,,-5.640543056250272,-123.43136040183762,-5.785426630734727,15.587416759848068,25.080694448320934,-25.52257786797556,3.17,1.48,247.0,102.3,14.0,84.9,2066.0,6.4,777040,54.12,0.789,0.789,0.9,1.0,1.0,0.0,4.0,24,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,129.0,-0.063,0.408,75.3,8.3,1.062,-0.408,102.3,0,0,0.456,0.544,32,26,32,27,2,1,12.0,2.0,6.0,1.0,2.62,1.41,-1.41,40.7,19.88486897431453,-6.3412529964343145,42.56200416966919,34.75174625212679,39.560444650120886,2025
SI,2025-07-22,93.2,1.41,5.74,"Rodriguez, Eduardo",572233,593958,single,hit_into_play,,,,,4.0,R,R,L,AZ,HOU,X,9.0,fly_ball,2,0,2025,0.89,1.07,-0.51,2.68,,,,0,4,Top,184.57,119.77,,,,,-6.860212003855453,-135.52014937411232,-4.478212088824621,12.41554652688106,28.06764388922439,-18.12739922900696,3.44,1.56,226.0,73.6,30.0,93.3,2371.0,6.3,777040,54.24,0.554,0.535,0.9,1.0,1.0,0.0,3.0,23,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,150.0,-0.044,0.341,70.8,6.3,0.633,-0.341,88.0,0,0,0.5,0.5,32,34,32,34,2,1,12.0,1.0,6.0,1.0,1.54,0.89,-0.89,35.2,-5.443813322752109,11.899124552665842,34.85340528250622,28.16727662438353,21.95103503884216,2025
CH,2025-07-22,90.8,0.85,5.7,"Valdez, Framber",545341,664285,double,hit_into_play,,,,,7.0,R,R,L,AZ,HOU,X,7.0,line_drive,1,1,2025,1.22,0.09,-0.48,1.67,,,,1,2,Bot,17.82,102.23,,,,,-5.880095390577509,-132.0687642770206,-4.277477587558655,15.580309923488612,30.597002097123863,-30.295941275283003,3.31,1.52,303.0,101.5,17.0,89.7,1690.0,5.8,777040,54.67,0.491,0.562,1.25,1.0,1.0,1.0,4.0,14,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,121.0,0.044,0.669,76.4,7.9,0.841,-0.669,101.5,0,0,0.527,0.527,31,33,32,34,1,0,10.0,1.0,6.0,1.0,2.69,1.22,-1.22,38.8,11.629874692027968,-16.74241021299836,35.730484662359096,30.624790774220926,39.003916616476346,2025
FF,2025-07-22,93.6,1.43,5.7,"Rodriguez, Eduardo",643289,593958,single,hit_into_play,,,,,6.0,R,R,L,AZ,HOU,X,5.0,ground_ball,1,0,2025,0.28,1.31,0.48,2.55,,,,2,2,Top,119.92,195.12,,,,,-3.074810981864184,-136.2635453775581,-5.285406504333615,4.20638559970114,30.258200546595223,-14.891001424850264,3.41,1.61,9.0,32.5,-13.0,93.6,2357.0,6.3,777040,54.19,0.343,0.33,0.9,1.0,1.0,0.0,1.0,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,-0.024,0.05,6.3,1.5,0.359,-0.05,88.0,0,0,0.54,0.46,32,30,32,31,1,0,12.0,1.0,6.0,1.0,1.29,0.28,-0.28,36.3,-16.62647944088082,-12.373930294372345,21.42563215501229,41.24171277845336,23.02998114044449,2025
SI,2025-07-22,94.7,0.58,6.06,"Valdez, Framber",682998,664285,double,hit_into_play,,,,,6.0,R,L,L,AZ,HOU,X,4.0,ground_ball,3,1,2025,1.31,0.52,0.46,2.46,,,,1,1,Bot,136.82,94.72,,,,,-3.2060743987676177,-137.8255715024914,-4.87652707547122,17.399293835605995,29.5306423312904,-24.70888480389988,3.21,1.47,6.0,93.4,-22.0,94.2,2162.0,5.9,777040,54.6,0.103,0.123,1.25,1.0,1.0,1.0,2.0,6,5,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,157.0,0.04,0.488,72.9,6.3,0.106,-0.488,93.4,0,0,0.526,0.526,31,24,32,25,1,0,10.0,1.0,6.0,1.0,2.02,1.31,1.31,42.6,4.099213412402886,16.29474074260714,23.806780042793825,34.45241558392955,27.30579671819424,2025
SI,2025-07-22,93.6,1.29,5.8,"Rodriguez, Eduardo",572233,593958,single,hit_into_play,,,,,9.0,R,R,L,AZ,HOU,X,4.0,ground_ball,0,1,2025,0.94,0.91,0.78,1.97,,,,2,1,Top,120.6,148.98,,,,,-3.366228081293395,-136.31663917586235,-6.172653353998874,12.478185826975873,28.21340806693229,-19.67710605891219,3.44,1.56,15.0,90.7,-6.0,93.8,2425.0,6.2,777040,54.29,0.203,0.19,0.9,1.0,1.0,0.0,2.0,3,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,157.0,-0.012,0.373,75.1,7.4,0.22,-0.373,90.7,0,0,0.537,0.463,32,34,32,34,1,0,12.0,1.0,6.0,1.0,1.67,0.94,-0.94,39.1,-3.825690981674178,8.61727692664205,30.14306880837693,43.52113524044834,24.01209422043029,2025
